"ID" "Description" "geneID" "Count" "p_adjust" "pvalue" "GeneRatio"
"hsa04210" "Apoptosis" "27429" 1 0.649193081981213 0.418621218422497 "1/32"
"hsa04371" "Apelin signaling pathway" "340156" 1 0.649193081981213 0.420954901439365 "1/32"
"hsa04120" "Ubiquitin mediated proteolysis" "51529" 1 0.649193081981213 0.427901631485478 "1/32"
"hsa04145" "Phagosome" "10312" 1 0.649193081981213 0.454889942871946 "1/32"
"hsa04921" "Oxytocin signaling pathway" "340156" 1 0.649193081981213 0.459266396824188 "1/32"
"hsa04150" "mTOR signaling pathway" "8131" 1 0.649193081981213 0.461441840035356 "1/32"
"hsa01240" "Biosynthesis of cofactors" "125061" 1 0.649193081981213 0.463608803586075 "1/32"
"hsa04218" "Cellular senescence" "5883" 1 0.649193081981213 0.463608803586075 "1/32"
"hsa03010" "Ribosome" "64979" 1 0.649193081981213 0.46791741955217 "1/32"
"hsa04310" "Wnt signaling pathway" "4007" 1 0.649193081981213 0.484819038283324 "1/32"
"hsa04022" "cGMP-PKG signaling pathway" "340156" 1 0.649193081981213 0.486894811485909 "1/32"
"hsa05152" "Tuberculosis" "10312" 1 0.657598162261445 0.513153488747912 "1/32"
"hsa04621" "NOD-like receptor signaling pathway" "7158" 1 0.657598162261445 0.515118560438132 "1/32"
"hsa05202" "Transcriptional misregulation in cancer" "6692" 1 0.670291875664411 0.536233500531529 "1/32"
"hsa04510" "Focal adhesion" "340156" 1 0.674254787231806 0.552844247418735 "1/32"
"hsa05170" "Human immunodeficiency virus 1 infection" "9730" 1 0.674254787231806 0.572364652176158 "1/32"
"hsa04810" "Regulation of actin cytoskeleton" "340156" 1 0.674254787231806 0.582661521391078 "1/32"
"hsa05166" "Human T-cell leukemia virus 1 infection" "51529" 1 0.674254787231806 0.584354148934232 "1/32"
"hsa04714" "Thermogenesis" "123096" 1 0.685768484816489 0.605762161587899 "1/32"
"hsa04144" "Endocytosis" "254122" 1 0.707362971431786 0.636626674288608 "1/32"
"hsa04010" "MAPK signaling pathway" "7786" 1 0.75710192519841 0.694010098098542 "1/32"
"hsa05165" "Human papillomavirus infection" "10312" 1 0.787187546168348 0.737207036817775 "1/32"
"hsa04080" "Neuroactive ligand-receptor interaction" "5739" 1 0.787187546168348 0.747828168859931 "1/32"
"hsa05014" "Amyotrophic lateral sclerosis" "145957" 1 0.797278497347713 0.770702547436123 "1/32"
"hsa04740" "Olfactory transduction" "2774" 1 0.849103897152384 0.834952165533178 "1/32"
"hsa05022" "Pathways of neurodegeneration - multiple diseases" "27429" 1 0.85567186790887 0.85567186790887 "1/32"
