"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0000077"	"GO:0000077"	"DNA damage checkpoint"	"3/66"	"148/18862"	0.0151093130989158	0.482999496737447	0.466653725362858	"EME2/TP53BP1/RAD9A"	3
"GO:0006260"	"GO:0006260"	"DNA replication"	"4/66"	"280/18862"	0.016686176277455	0.482999496737447	0.466653725362858	"EME2/TBRG1/POLG/RAD9A"	4
"GO:0086065"	"GO:0086065"	"cell communication involved in cardiac conduction"	"2/66"	"57/18862"	0.0170059197268862	0.482999496737447	0.466653725362858	"CXADR/FKBP1B"	2
"GO:0031570"	"GO:0031570"	"DNA integrity checkpoint"	"3/66"	"156/18862"	0.017367941552997	0.482999496737447	0.466653725362858	"EME2/TP53BP1/RAD9A"	3
"GO:0002562"	"GO:0002562"	"somatic diversification of immune receptors via germline recombination within a single locus"	"2/66"	"64/18862"	0.0211481289330179	0.482999496737447	0.466653725362858	"DCAF1/TP53BP1"	2
"GO:0016444"	"GO:0016444"	"somatic cell DNA recombination"	"2/66"	"64/18862"	0.0211481289330179	0.482999496737447	0.466653725362858	"DCAF1/TP53BP1"	2
"GO:0071479"	"GO:0071479"	"cellular response to ionizing radiation"	"2/66"	"65/18862"	0.0217708986152067	0.482999496737447	0.466653725362858	"TP53BP1/RAD9A"	2
"GO:0016236"	"GO:0016236"	"macroautophagy"	"4/66"	"311/18862"	0.023499287949372	0.482999496737447	0.466653725362858	"SNX32/TCIRG1/HTRA2/NPRL3"	4
"GO:0007033"	"GO:0007033"	"vacuole organization"	"3/66"	"176/18862"	0.0237991740759436	0.482999496737447	0.466653725362858	"CLVS1/TCIRG1/NPRL3"	3
"GO:0042113"	"GO:0042113"	"B cell activation"	"4/66"	"326/18862"	0.0273239901242836	0.482999496737447	0.466653725362858	"DCAF1/ITFG2/TCIRG1/TP53BP1"	4
"GO:0002200"	"GO:0002200"	"somatic diversification of immune receptors"	"2/66"	"75/18862"	0.0284057207979428	0.482999496737447	0.466653725362858	"DCAF1/TP53BP1"	2
"GO:0055013"	"GO:0055013"	"cardiac muscle cell development"	"2/66"	"77/18862"	0.0298185234030902	0.482999496737447	0.466653725362858	"CXADR/TTN"	2
"GO:0002312"	"GO:0002312"	"B cell activation involved in immune response"	"2/66"	"79/18862"	0.0312588867189918	0.482999496737447	0.466653725362858	"ITFG2/TP53BP1"	2
"GO:0055006"	"GO:0055006"	"cardiac cell development"	"2/66"	"83/18862"	0.0342205345560149	0.482999496737447	0.466653725362858	"CXADR/TTN"	2
"GO:0006569"	"GO:0006569"	"tryptophan catabolic process"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"AFMID"	1
"GO:0007191"	"GO:0007191"	"adenylate cyclase-activating dopamine receptor signaling pathway"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"GNAL"	1
"GO:0007256"	"GO:0007256"	"activation of JNKK activity"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"MAP3K12"	1
"GO:0018026"	"GO:0018026"	"peptidyl-lysine monomethylation"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"SETD6"	1
"GO:0019614"	"GO:0019614"	"catechol-containing compound catabolic process"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"LRTOMT"	1
"GO:0042135"	"GO:0042135"	"neurotransmitter catabolic process"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"LRTOMT"	1
"GO:0042424"	"GO:0042424"	"catecholamine catabolic process"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"LRTOMT"	1
"GO:0042436"	"GO:0042436"	"indole-containing compound catabolic process"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"AFMID"	1
"GO:0046218"	"GO:0046218"	"indolalkylamine catabolic process"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"AFMID"	1
"GO:0051657"	"GO:0051657"	"maintenance of organelle location"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"SPOUT1"	1
"GO:0099639"	"GO:0099639"	"neurotransmitter receptor transport, endosome to plasma membrane"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"GRIP2"	1
"GO:2001241"	"GO:2001241"	"positive regulation of extrinsic apoptotic signaling pathway in absence of ligand"	"1/66"	"10/18862"	0.0344532221308969	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:0048738"	"GO:0048738"	"cardiac muscle tissue development"	"3/66"	"208/18862"	0.0364251846709827	0.482999496737447	0.466653725362858	"CXADR/NPRL3/TTN"	3
"GO:0000075"	"GO:0000075"	"cell cycle checkpoint"	"3/66"	"209/18862"	0.0368656795681242	0.482999496737447	0.466653725362858	"EME2/TP53BP1/RAD9A"	3
"GO:0005984"	"GO:0005984"	"disaccharide metabolic process"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"TREH"	1
"GO:0010459"	"GO:0010459"	"negative regulation of heart rate"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0021554"	"GO:0021554"	"optic nerve development"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"TCIRG1"	1
"GO:0033197"	"GO:0033197"	"response to vitamin E"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0048680"	"GO:0048680"	"positive regulation of axon regeneration"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0060315"	"GO:0060315"	"negative regulation of ryanodine-sensitive calcium-release channel activity"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0070189"	"GO:0070189"	"kynurenine metabolic process"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"AFMID"	1
"GO:0086016"	"GO:0086016"	"AV node cell action potential"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"CXADR"	1
"GO:0086027"	"GO:0086027"	"AV node cell to bundle of His cell signaling"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"CXADR"	1
"GO:2001269"	"GO:2001269"	"positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"1/66"	"11/18862"	0.0378335577631564	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:0006264"	"GO:0006264"	"mitochondrial DNA replication"	"1/66"	"12/18862"	0.0412022376839901	0.482999496737447	0.466653725362858	"POLG"	1
"GO:0006568"	"GO:0006568"	"tryptophan metabolic process"	"1/66"	"12/18862"	0.0412022376839901	0.482999496737447	0.466653725362858	"AFMID"	1
"GO:0010642"	"GO:0010642"	"negative regulation of platelet-derived growth factor receptor signaling pathway"	"1/66"	"12/18862"	0.0412022376839901	0.482999496737447	0.466653725362858	"PTGIR"	1
"GO:0015809"	"GO:0015809"	"arginine transport"	"1/66"	"12/18862"	0.0412022376839901	0.482999496737447	0.466653725362858	"SLC25A29"	1
"GO:0045117"	"GO:0045117"	"azole transmembrane transport"	"1/66"	"12/18862"	0.0412022376839901	0.482999496737447	0.466653725362858	"SLC25A29"	1
"GO:0060670"	"GO:0060670"	"branching involved in labyrinthine layer morphogenesis"	"1/66"	"12/18862"	0.0412022376839901	0.482999496737447	0.466653725362858	"SPINT1"	1
"GO:0070572"	"GO:0070572"	"positive regulation of neuron projection regeneration"	"1/66"	"12/18862"	0.0412022376839901	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0071481"	"GO:0071481"	"cellular response to X-ray"	"1/66"	"12/18862"	0.0412022376839901	0.482999496737447	0.466653725362858	"TP53BP1"	1
"GO:0086067"	"GO:0086067"	"AV node cell to bundle of His cell communication"	"1/66"	"12/18862"	0.0412022376839901	0.482999496737447	0.466653725362858	"CXADR"	1
"GO:0051304"	"GO:0051304"	"chromosome separation"	"2/66"	"95/18862"	0.0437219787434032	0.482999496737447	0.466653725362858	"EME2/ANAPC11"	2
"GO:0000045"	"GO:0000045"	"autophagosome assembly"	"2/66"	"96/18862"	0.0445535833596561	0.482999496737447	0.466653725362858	"TCIRG1/NPRL3"	2
"GO:0009313"	"GO:0009313"	"oligosaccharide catabolic process"	"1/66"	"13/18862"	0.0445593014671651	0.482999496737447	0.466653725362858	"TREH"	1
"GO:0015697"	"GO:0015697"	"quaternary ammonium group transport"	"1/66"	"13/18862"	0.0445593014671651	0.482999496737447	0.466653725362858	"SLC25A29"	1
"GO:0015801"	"GO:0015801"	"aromatic amino acid transport"	"1/66"	"13/18862"	0.0445593014671651	0.482999496737447	0.466653725362858	"SLC25A29"	1
"GO:0016558"	"GO:0016558"	"protein import into peroxisome matrix"	"1/66"	"13/18862"	0.0445593014671651	0.482999496737447	0.466653725362858	"PEX10"	1
"GO:0019336"	"GO:0019336"	"phenol-containing compound catabolic process"	"1/66"	"13/18862"	0.0445593014671651	0.482999496737447	0.466653725362858	"LRTOMT"	1
"GO:0051280"	"GO:0051280"	"negative regulation of release of sequestered calcium ion into cytosol"	"1/66"	"13/18862"	0.0445593014671651	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0098814"	"GO:0098814"	"spontaneous synaptic transmission"	"1/66"	"13/18862"	0.0445593014671651	0.482999496737447	0.466653725362858	"DOC2A"	1
"GO:1905037"	"GO:1905037"	"autophagosome organization"	"2/66"	"99/18862"	0.0470835240656817	0.482999496737447	0.466653725362858	"TCIRG1/NPRL3"	2
"GO:0002091"	"GO:0002091"	"negative regulation of receptor internalization"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"WDR54"	1
"GO:0030213"	"GO:0030213"	"hyaluronan biosynthetic process"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"HAS3"	1
"GO:0045842"	"GO:0045842"	"positive regulation of mitotic metaphase/anaphase transition"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"ANAPC11"	1
"GO:0051775"	"GO:0051775"	"response to redox state"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0098969"	"GO:0098969"	"neurotransmitter receptor transport to postsynaptic membrane"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"GRIP2"	1
"GO:0099638"	"GO:0099638"	"endosome to plasma membrane protein transport"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"GRIP2"	1
"GO:1901970"	"GO:1901970"	"positive regulation of mitotic sister chromatid separation"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"ANAPC11"	1
"GO:1904923"	"GO:1904923"	"regulation of autophagy of mitochondrion in response to mitochondrial depolarization"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:1990173"	"GO:1990173"	"protein localization to nucleoplasm"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"TBRG1"	1
"GO:1990822"	"GO:1990822"	"basic amino acid transmembrane transport"	"1/66"	"14/18862"	0.0479047885541817	0.482999496737447	0.466653725362858	"SLC25A29"	1
"GO:0032006"	"GO:0032006"	"regulation of TOR signaling"	"2/66"	"100/18862"	0.0479383808608362	0.482999496737447	0.466653725362858	"ITFG2/NPRL3"	2
"GO:0044773"	"GO:0044773"	"mitotic DNA damage checkpoint"	"2/66"	"102/18862"	0.0496651137827286	0.482999496737447	0.466653725362858	"EME2/RAD9A"	2
"GO:0006576"	"GO:0006576"	"cellular biogenic amine metabolic process"	"2/66"	"103/18862"	0.0505368923328347	0.482999496737447	0.466653725362858	"AFMID/LRTOMT"	2
"GO:0055002"	"GO:0055002"	"striated muscle cell development"	"2/66"	"103/18862"	0.0505368923328347	0.482999496737447	0.466653725362858	"CXADR/TTN"	2
"GO:0007076"	"GO:0007076"	"mitotic chromosome condensation"	"1/66"	"15/18862"	0.0512387382547028	0.482999496737447	0.466653725362858	"TTN"	1
"GO:0032897"	"GO:0032897"	"negative regulation of viral transcription"	"1/66"	"15/18862"	0.0512387382547028	0.482999496737447	0.466653725362858	"TRIM14"	1
"GO:0051284"	"GO:0051284"	"positive regulation of sequestering of calcium ion"	"1/66"	"15/18862"	0.0512387382547028	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0061484"	"GO:0061484"	"hematopoietic stem cell homeostasis"	"1/66"	"15/18862"	0.0512387382547028	0.482999496737447	0.466653725362858	"TCIRG1"	1
"GO:1902101"	"GO:1902101"	"positive regulation of metaphase/anaphase transition of cell cycle"	"1/66"	"15/18862"	0.0512387382547028	0.482999496737447	0.466653725362858	"ANAPC11"	1
"GO:1903540"	"GO:1903540"	"establishment of protein localization to postsynaptic membrane"	"1/66"	"15/18862"	0.0512387382547028	0.482999496737447	0.466653725362858	"GRIP2"	1
"GO:0016197"	"GO:0016197"	"endosomal transport"	"3/66"	"242/18862"	0.0529232111208909	0.482999496737447	0.466653725362858	"GRIP2/SNX32/DENND1C"	3
"GO:0044774"	"GO:0044774"	"mitotic DNA integrity checkpoint"	"2/66"	"106/18862"	0.0531852963860542	0.482999496737447	0.466653725362858	"EME2/RAD9A"	2
"GO:0033151"	"GO:0033151"	"V(D)J recombination"	"1/66"	"16/18862"	0.0545611897469928	0.482999496737447	0.466653725362858	"DCAF1"	1
"GO:0070166"	"GO:0070166"	"enamel mineralization"	"1/66"	"16/18862"	0.0545611897469928	0.482999496737447	0.466653725362858	"TCIRG1"	1
"GO:0070365"	"GO:0070365"	"hepatocyte differentiation"	"1/66"	"16/18862"	0.0545611897469928	0.482999496737447	0.466653725362858	"TAF10"	1
"GO:0098877"	"GO:0098877"	"neurotransmitter receptor transport to plasma membrane"	"1/66"	"16/18862"	0.0545611897469928	0.482999496737447	0.466653725362858	"GRIP2"	1
"GO:0000076"	"GO:0000076"	"DNA replication checkpoint"	"1/66"	"17/18862"	0.0578721820783471	0.482999496737447	0.466653725362858	"RAD9A"	1
"GO:0006586"	"GO:0006586"	"indolalkylamine metabolic process"	"1/66"	"17/18862"	0.0578721820783471	0.482999496737447	0.466653725362858	"AFMID"	1
"GO:0010523"	"GO:0010523"	"negative regulation of calcium ion transport into cytosol"	"1/66"	"17/18862"	0.0578721820783471	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0055003"	"GO:0055003"	"cardiac myofibril assembly"	"1/66"	"17/18862"	0.0578721820783471	0.482999496737447	0.466653725362858	"TTN"	1
"GO:1904262"	"GO:1904262"	"negative regulation of TORC1 signaling"	"1/66"	"17/18862"	0.0578721820783471	0.482999496737447	0.466653725362858	"ITFG2"	1
"GO:1905820"	"GO:1905820"	"positive regulation of chromosome separation"	"1/66"	"17/18862"	0.0578721820783471	0.482999496737447	0.466653725362858	"ANAPC11"	1
"GO:2001267"	"GO:2001267"	"regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"1/66"	"17/18862"	0.0578721820783471	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:0055007"	"GO:0055007"	"cardiac muscle cell differentiation"	"2/66"	"114/18862"	0.060481862147425	0.482999496737447	0.466653725362858	"CXADR/TTN"	2
"GO:0000712"	"GO:0000712"	"resolution of meiotic recombination intermediates"	"1/66"	"18/18862"	0.0611717541655225	0.482999496737447	0.466653725362858	"EME2"	1
"GO:0007039"	"GO:0007039"	"protein catabolic process in the vacuole"	"1/66"	"18/18862"	0.0611717541655225	0.482999496737447	0.466653725362858	"TCIRG1"	1
"GO:0015802"	"GO:0015802"	"basic amino acid transport"	"1/66"	"18/18862"	0.0611717541655225	0.482999496737447	0.466653725362858	"SLC25A29"	1
"GO:0018107"	"GO:0018107"	"peptidyl-threonine phosphorylation"	"2/66"	"118/18862"	0.0642522971240824	0.482999496737447	0.466653725362858	"DCAF1/MAP3K12"	2
"GO:0046629"	"GO:0046629"	"gamma-delta T cell activation"	"1/66"	"19/18862"	0.0644599447951699	0.482999496737447	0.466653725362858	"CXADR"	1
"GO:0060117"	"GO:0060117"	"auditory receptor cell development"	"1/66"	"19/18862"	0.0644599447951699	0.482999496737447	0.466653725362858	"LRTOMT"	1
"GO:2000042"	"GO:2000042"	"negative regulation of double-strand break repair via homologous recombination"	"1/66"	"19/18862"	0.0644599447951699	0.482999496737447	0.466653725362858	"TP53BP1"	1
"GO:0009074"	"GO:0009074"	"aromatic amino acid family catabolic process"	"1/66"	"20/18862"	0.0677367926242588	0.482999496737447	0.466653725362858	"AFMID"	1
"GO:0015919"	"GO:0015919"	"peroxisomal membrane transport"	"1/66"	"20/18862"	0.0677367926242588	0.482999496737447	0.466653725362858	"PEX10"	1
"GO:0060713"	"GO:0060713"	"labyrinthine layer morphogenesis"	"1/66"	"20/18862"	0.0677367926242588	0.482999496737447	0.466653725362858	"SPINT1"	1
"GO:0098780"	"GO:0098780"	"response to mitochondrial depolarisation"	"1/66"	"20/18862"	0.0677367926242588	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:1902176"	"GO:1902176"	"negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway"	"1/66"	"20/18862"	0.0677367926242588	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:2000178"	"GO:2000178"	"negative regulation of neural precursor cell proliferation"	"1/66"	"20/18862"	0.0677367926242588	0.482999496737447	0.466653725362858	"SPINT1"	1
"GO:0031929"	"GO:0031929"	"TOR signaling"	"2/66"	"122/18862"	0.0681003080621508	0.482999496737447	0.466653725362858	"ITFG2/NPRL3"	2
"GO:0098813"	"GO:0098813"	"nuclear chromosome segregation"	"3/66"	"273/18862"	0.0705900702412929	0.482999496737447	0.466653725362858	"EME2/ANAPC11/TTN"	3
"GO:0040019"	"GO:0040019"	"positive regulation of embryonic development"	"1/66"	"21/18862"	0.0710023361805057	0.482999496737447	0.466653725362858	"NR2C2"	1
"GO:0016570"	"GO:0016570"	"histone modification"	"4/66"	"448/18862"	0.0717570618175003	0.482999496737447	0.466653725362858	"DCAF1/SETD6/TAF10/MAP3K12"	4
"GO:0018210"	"GO:0018210"	"peptidyl-threonine modification"	"2/66"	"127/18862"	0.0730151290746535	0.482999496737447	0.466653725362858	"DCAF1/MAP3K12"	2
"GO:0071333"	"GO:0071333"	"cellular response to glucose stimulus"	"2/66"	"127/18862"	0.0730151290746535	0.482999496737447	0.466653725362858	"FKBP1B/POLG"	2
"GO:0009235"	"GO:0009235"	"cobalamin metabolic process"	"1/66"	"22/18862"	0.0742566138627985	0.482999496737447	0.466653725362858	"MMACHC"	1
"GO:0010881"	"GO:0010881"	"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion"	"1/66"	"22/18862"	0.0742566138627985	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0035458"	"GO:0035458"	"cellular response to interferon-beta"	"1/66"	"22/18862"	0.0742566138627985	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:0035584"	"GO:0035584"	"calcium-mediated signaling using intracellular calcium source"	"1/66"	"22/18862"	0.0742566138627985	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0035994"	"GO:0035994"	"response to muscle stretch"	"1/66"	"22/18862"	0.0742566138627985	0.482999496737447	0.466653725362858	"TTN"	1
"GO:0055093"	"GO:0055093"	"response to hyperoxia"	"1/66"	"22/18862"	0.0742566138627985	0.482999496737447	0.466653725362858	"POLG"	1
"GO:0050708"	"GO:0050708"	"regulation of protein secretion"	"3/66"	"279/18862"	0.0742829040542176	0.482999496737447	0.466653725362858	"FKBP1B/TCIRG1/TTN"	3
"GO:0060047"	"GO:0060047"	"heart contraction"	"3/66"	"279/18862"	0.0742829040542176	0.482999496737447	0.466653725362858	"CXADR/FKBP1B/TTN"	3
"GO:0071331"	"GO:0071331"	"cellular response to hexose stimulus"	"2/66"	"129/18862"	0.0750125595202761	0.482999496737447	0.466653725362858	"FKBP1B/POLG"	2
"GO:0035264"	"GO:0035264"	"multicellular organism growth"	"2/66"	"130/18862"	0.0760178558503735	0.482999496737447	0.466653725362858	"HTRA2/TAF10"	2
"GO:0071326"	"GO:0071326"	"cellular response to monosaccharide stimulus"	"2/66"	"130/18862"	0.0760178558503735	0.482999496737447	0.466653725362858	"FKBP1B/POLG"	2
"GO:0007035"	"GO:0007035"	"vacuolar acidification"	"1/66"	"23/18862"	0.0774996639416232	0.482999496737447	0.466653725362858	"TCIRG1"	1
"GO:0010155"	"GO:0010155"	"regulation of proton transport"	"1/66"	"23/18862"	0.0774996639416232	0.482999496737447	0.466653725362858	"TCIRG1"	1
"GO:0010640"	"GO:0010640"	"regulation of platelet-derived growth factor receptor signaling pathway"	"1/66"	"23/18862"	0.0774996639416232	0.482999496737447	0.466653725362858	"PTGIR"	1
"GO:0016578"	"GO:0016578"	"histone deubiquitination"	"1/66"	"23/18862"	0.0774996639416232	0.482999496737447	0.466653725362858	"TAF10"	1
"GO:0034505"	"GO:0034505"	"tooth mineralization"	"1/66"	"23/18862"	0.0774996639416232	0.482999496737447	0.466653725362858	"TCIRG1"	1
"GO:0042026"	"GO:0042026"	"protein refolding"	"1/66"	"23/18862"	0.0774996639416232	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0097186"	"GO:0097186"	"amelogenesis"	"1/66"	"23/18862"	0.0774996639416232	0.482999496737447	0.466653725362858	"TCIRG1"	1
"GO:0016569"	"GO:0016569"	"covalent chromatin modification"	"4/66"	"461/18862"	0.0778803531970151	0.482999496737447	0.466653725362858	"DCAF1/SETD6/TAF10/MAP3K12"	4
"GO:0006414"	"GO:0006414"	"translational elongation"	"2/66"	"134/18862"	0.0800819437223323	0.482999496737447	0.466653725362858	"MRPL36/GTPBP1"	2
"GO:0032543"	"GO:0032543"	"mitochondrial translation"	"2/66"	"134/18862"	0.0800819437223323	0.482999496737447	0.466653725362858	"GATC/MRPL36"	2
"GO:0003015"	"GO:0003015"	"heart process"	"3/66"	"289/18862"	0.0806260265257847	0.482999496737447	0.466653725362858	"CXADR/FKBP1B/TTN"	3
"GO:0000423"	"GO:0000423"	"mitophagy"	"1/66"	"24/18862"	0.0807315245594826	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:0007628"	"GO:0007628"	"adult walking behavior"	"1/66"	"24/18862"	0.0807315245594826	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:0016540"	"GO:0016540"	"protein autoprocessing"	"1/66"	"24/18862"	0.0807315245594826	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:0042430"	"GO:0042430"	"indole-containing compound metabolic process"	"1/66"	"24/18862"	0.0807315245594826	0.482999496737447	0.466653725362858	"AFMID"	1
"GO:0045822"	"GO:0045822"	"negative regulation of heart contraction"	"1/66"	"24/18862"	0.0807315245594826	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0046039"	"GO:0046039"	"GTP metabolic process"	"1/66"	"24/18862"	0.0807315245594826	0.482999496737447	0.466653725362858	"GTPBP1"	1
"GO:0051291"	"GO:0051291"	"protein heterooligomerization"	"1/66"	"24/18862"	0.0807315245594826	0.482999496737447	0.466653725362858	"TMEM120B"	1
"GO:0060669"	"GO:0060669"	"embryonic placenta morphogenesis"	"1/66"	"24/18862"	0.0807315245594826	0.482999496737447	0.466653725362858	"SPINT1"	1
"GO:0086064"	"GO:0086064"	"cell communication by electrical coupling involved in cardiac conduction"	"1/66"	"24/18862"	0.0807315245594826	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0001508"	"GO:0001508"	"action potential"	"2/66"	"135/18862"	0.0811084854456014	0.482999496737447	0.466653725362858	"CXADR/FKBP1B"	2
"GO:0060048"	"GO:0060048"	"cardiac muscle contraction"	"2/66"	"135/18862"	0.0811084854456014	0.482999496737447	0.466653725362858	"FKBP1B/TTN"	2
"GO:0051604"	"GO:0051604"	"protein maturation"	"3/66"	"293/18862"	0.0832278353462554	0.482999496737447	0.466653725362858	"FKBP1B/HTRA2/CPM"	3
"GO:0042537"	"GO:0042537"	"benzene-containing compound metabolic process"	"1/66"	"25/18862"	0.0839522337313199	0.482999496737447	0.466653725362858	"AFMID"	1
"GO:0051307"	"GO:0051307"	"meiotic chromosome separation"	"1/66"	"25/18862"	0.0839522337313199	0.482999496737447	0.466653725362858	"EME2"	1
"GO:0090659"	"GO:0090659"	"walking behavior"	"1/66"	"25/18862"	0.0839522337313199	0.482999496737447	0.466653725362858	"HTRA2"	1
"GO:1903523"	"GO:1903523"	"negative regulation of blood circulation"	"1/66"	"25/18862"	0.0839522337313199	0.482999496737447	0.466653725362858	"FKBP1B"	1
"GO:0071322"	"GO:0071322"	"cellular response to carbohydrate stimulus"	"2/66"	"138/18862"	0.084212707383347	0.482999496737447	0.466653725362858	"FKBP1B/POLG"	2
"GO:0046718"	"GO:0046718"	"viral entry into host cell"	"2/66"	"140/18862"	0.0863022849516646	0.482999496737447	0.466653725362858	"CXADR/TRIM14"	2
"GO:0002313"	"GO:0002313"	"mature B cell differentiation involved in immune response"	"1/66"	"26/18862"	0.0871618293449381	0.482999496737447	0.466653725362858	"ITFG2"	1
"GO:0045830"	"GO:0045830"	"positive regulation of isotype switching"	"1/66"	"26/18862"	0.0871618293449381	0.482999496737447	0.466653725362858	"TP53BP1"	1
"GO:0060314"	"GO:0060314"	"regulation of ryanodine-sensitive calcium-release channel activity"	"1/66"	"26/18862"	0.0871618293449381	0.482999496737447	0.466653725362858	"FKBP1B"	1
