"ID" "Description" "geneID" "Count" "p_adjust" "pvalue" "GeneRatio"
"hsa00310" "Lysine degradation" "85007" 1 0.831535017290092 0.422113223643313 "1/70"
"hsa04929" "GnRH secretion" "5293" 1 0.831535017290092 0.427141449167859 "1/70"
"hsa04530" "Tight junction" "5590/10092" 2 0.831535017290092 0.430667243069639 "2/70"
"hsa05221" "Acute myeloid leukemia" "5293" 1 0.831535017290092 0.441968793984439 "1/70"
"hsa04664" "Fc epsilon RI signaling pathway" "5293" 1 0.831535017290092 0.446826670420341 "1/70"
"hsa05031" "Amphetamine addiction" "6571" 1 0.831535017290092 0.451642856125637 "1/70"
"hsa05211" "Renal cell carcinoma" "5293" 1 0.831535017290092 0.451642856125637 "1/70"
"hsa04917" "Prolactin signaling pathway" "5293" 1 0.831535017290092 0.456417703752357 "1/70"
"hsa05120" "Epithelial cell signaling in Helicobacter pylori infection" "10312" 1 0.831535017290092 0.456417703752357 "1/70"
"hsa05230" "Central carbon metabolism in cancer" "5293" 1 0.831535017290092 0.456417703752357 "1/70"
"hsa04520" "Adherens junction" "7414" 1 0.831535017290092 0.461151563013036 "1/70"
"hsa05152" "Tuberculosis" "10312/8625" 2 0.831535017290092 0.462898728531267 "2/70"
"hsa05218" "Melanoma" "5293" 1 0.831535017290092 0.465844780704847 "1/70"
"hsa05223" "Non-small cell lung cancer" "5293" 1 0.831535017290092 0.465844780704847 "1/70"
"hsa04360" "Axon guidance" "5590/5293" 2 0.831535017290092 0.468647705008802 "2/70"
"hsa01524" "Platinum drug resistance" "5293" 1 0.831535017290092 0.470497700733551 "1/70"
"hsa01230" "Biosynthesis of amino acids" "50" 1 0.831535017290092 0.479684009109906 "1/70"
"hsa05214" "Glioma" "5293" 1 0.831535017290092 0.479684009109906 "1/70"
"hsa04971" "Gastric acid secretion" "340156" 1 0.831535017290092 0.484218071024796 "1/70"
"hsa05212" "Pancreatic cancer" "5293" 1 0.831535017290092 0.484218071024796 "1/70"
"hsa05220" "Chronic myeloid leukemia" "5293" 1 0.831535017290092 0.484218071024796 "1/70"
"hsa04612" "Antigen processing and presentation" "8625" 1 0.831535017290092 0.49316967320943 "1/70"
"hsa04062" "Chemokine signaling pathway" "5590/5293" 2 0.831535017290092 0.496849125221486 "2/70"
"hsa05202" "Transcriptional misregulation in cancer" "6692/3695" 2 0.831535017290092 0.496849125221486 "2/70"
"hsa01521" "EGFR tyrosine kinase inhibitor resistance" "5293" 1 0.831535017290092 0.497587870329647 "1/70"
"hsa03018" "RNA degradation" "5393" 1 0.831535017290092 0.497587870329647 "1/70"
"hsa04146" "Peroxisome" "5192" 1 0.831535017290092 0.510615929591395 "1/70"
"hsa04662" "B cell receptor signaling pathway" "5293" 1 0.831535017290092 0.510615929591395 "1/70"
"hsa05415" "Diabetic cardiomyopathy" "5590/5293" 2 0.831535017290092 0.526779493303744 "2/70"
"hsa05210" "Colorectal cancer" "5293" 1 0.831535017290092 0.527469933127216 "1/70"
"hsa05203" "Viral carcinogenesis" "5293/2958" 2 0.831535017290092 0.529441903988658 "2/70"
"hsa04260" "Cardiac muscle contraction" "783" 1 0.831535017290092 0.531593232140068 "1/70"
"hsa04512" "ECM-receptor interaction" "3695" 1 0.831535017290092 0.535681060808587 "1/70"
"hsa04540" "Gap junction" "1453" 1 0.831535017290092 0.535681060808587 "1/70"
"hsa04211" "Longevity regulating pathway" "5293" 1 0.831535017290092 0.539733719878836 "1/70"
"hsa05235" "PD-L1 expression and PD-1 checkpoint pathway in cancer" "5293" 1 0.831535017290092 0.539733719878836 "1/70"
"hsa04015" "Rap1 signaling pathway" "5590/5293" 2 0.831535017290092 0.545207415471668 "2/70"
"hsa05170" "Human immunodeficiency virus 1 infection" "9730/5293" 2 0.831535017290092 0.550382354461523 "2/70"
"hsa05207" "Chemical carcinogenesis - receptor activation" "5293/182" 2 0.831535017290092 0.550382354461523 "2/70"
"hsa04658" "Th1 and Th2 cell differentiation" "182" 1 0.831535017290092 0.551683649392808 "1/70"
"hsa05222" "Small cell lung cancer" "5293" 1 0.831535017290092 0.551683649392808 "1/70"
"hsa05323" "Rheumatoid arthritis" "10312" 1 0.831535017290092 0.555598587584238 "1/70"
"hsa04350" "TGF-beta signaling pathway" "9765" 1 0.831535017290092 0.559479822627171 "1/70"
"hsa04657" "IL-17 signaling pathway" "53342" 1 0.831535017290092 0.559479822627171 "1/70"
"hsa05166" "Human T-cell leukemia virus 1 infection" "51529/5293" 2 0.831535017290092 0.568175311027559 "2/70"
"hsa04070" "Phosphatidylinositol signaling system" "5293" 1 0.831535017290092 0.570924156691887 "1/70"
"hsa04750" "Inflammatory mediator regulation of TRP channels" "5293" 1 0.831535017290092 0.574673415090535 "1/70"
"hsa05231" "Choline metabolism in cancer" "5293" 1 0.831535017290092 0.574673415090535 "1/70"
"hsa04620" "Toll-like receptor signaling pathway" "5293" 1 0.848730125780926 0.596500246502625 "1/70"
"hsa04660" "T cell receptor signaling pathway" "5293" 1 0.848730125780926 0.596500246502625 "1/70"
"hsa04714" "Thermogenesis" "123096/116228" 2 0.848730125780926 0.599887785237827 "2/70"
"hsa04659" "Th17 cell differentiation" "53342" 1 0.852472050102779 0.606995805308785 "1/70"
"hsa04066" "HIF-1 signaling pathway" "5293" 1 0.855795524744366 0.613842863298315 "1/70"
"hsa04020" "Calcium signaling pathway" "2774/340156" 2 0.856090992710416 0.618536947612761 "2/70"
"hsa04725" "Cholinergic synapse" "5293" 1 0.858397711181414 0.627186119884076 "1/70"
"hsa01200" "Carbon metabolism" "50" 1 0.858397711181414 0.633686268463766 "1/70"
"hsa04726" "Serotonergic synapse" "6571" 1 0.858397711181414 0.633686268463766 "1/70"
"hsa04722" "Neurotrophin signaling pathway" "5293" 1 0.861425790682099 0.6463532351534 "1/70"
"hsa04935" "Growth hormone synthesis, secretion and action" "5293" 1 0.861425790682099 0.6463532351534 "1/70"
"hsa04152" "AMPK signaling pathway" "5293" 1 0.861425790682099 0.64945190501687 "1/70"
"hsa04142" "Lysosome" "10312" 1 0.867131100193311 0.673296584800182 "1/70"
"hsa04380" "Osteoclast differentiation" "5293" 1 0.867131100193311 0.673296584800182 "1/70"
"hsa04068" "FoxO signaling pathway" "5293" 1 0.867131100193311 0.681819906087234 "1/70"
"hsa04650" "Natural killer cell mediated cytotoxicity" "5293" 1 0.867131100193311 0.681819906087234 "1/70"
"hsa00190" "Oxidative phosphorylation" "10312" 1 0.867131100193311 0.69012395834009 "1/70"
"hsa04915" "Estrogen signaling pathway" "5293" 1 0.867131100193311 0.700864534691831 "1/70"
"hsa05162" "Measles" "5293" 1 0.867131100193311 0.703491822341965 "1/70"
"hsa04120" "Ubiquitin mediated proteolysis" "51529" 1 0.867131100193311 0.706096361485655 "1/70"
"hsa04550" "Signaling pathways regulating pluripotency of stem cells" "5293" 1 0.867131100193311 0.713775421116945 "1/70"
"hsa05017" "Spinocerebellar ataxia" "5293" 1 0.867131100193311 0.713775421116945 "1/70"
"hsa03040" "Spliceosome" "58517" 1 0.867131100193311 0.723707280956823 "1/70"
"hsa04072" "Phospholipase D signaling pathway" "5293" 1 0.867131100193311 0.726136685596067 "1/70"
"hsa04010" "MAPK signaling pathway" "7786/783" 2 0.867131100193311 0.727460376714926 "2/70"
"hsa04514" "Cell adhesion molecules" "3695" 1 0.867131100193311 0.72854503132575 "1/70"
"hsa05226" "Gastric cancer" "5293" 1 0.867131100193311 0.72854503132575 "1/70"
"hsa04060" "Cytokine-cytokine receptor interaction" "53342/9518" 2 0.867131100193311 0.729208937712477 "2/70"
"hsa04261" "Adrenergic signaling in cardiomyocytes" "783" 1 0.867131100193311 0.730932498068707 "1/70"
"hsa04145" "Phagosome" "10312" 1 0.867335134471268 0.735645506724321 "1/70"
"hsa04932" "Non-alcoholic fatty liver disease" "5293" 1 0.869928706089976 0.742562838946166 "1/70"
"hsa05160" "Hepatitis C" "5293" 1 0.869928706089976 0.747074952194785 "1/70"
"hsa04217" "Necroptosis" "5481" 1 0.869928706089976 0.751509091648408 "1/70"
"hsa05161" "Hepatitis B" "5293" 1 0.870838945365341 0.758016999444246 "1/70"
"hsa04310" "Wnt signaling pathway" "4007" 1 0.870838945365341 0.766433512763596 "1/70"
"hsa04022" "cGMP-PKG signaling pathway" "340156" 1 0.870838945365341 0.768492144607785 "1/70"
"hsa05225" "Hepatocellular carcinoma" "5293" 1 0.870838945365341 0.770532888831114 "1/70"
"hsa05164" "Influenza A" "5293" 1 0.87469015591673 0.778520034062011 "1/70"
"hsa04621" "NOD-like receptor signaling pathway" "7158" 1 0.885810407392044 0.802632290893297 "1/70"
"hsa05034" "Alcoholism" "6571" 1 0.885810407392044 0.806104605075293 "1/70"
"hsa04613" "Neutrophil extracellular trap formation" "5293" 1 0.885810407392044 0.811200465178104 "1/70"
"hsa05168" "Herpes simplex virus 1 infection" "5293/54811/10224" 3 0.885810407392044 0.81286861280124 "3/70"
"hsa04151" "PI3K-Akt signaling pathway" "5293/3695" 2 0.885810407392044 0.816905567480203 "2/70"
"hsa05167" "Kaposi sarcoma-associated herpesvirus infection" "5293" 1 0.885810407392044 0.81779009926548 "1/70"
"hsa05130" "Pathogenic Escherichia coli infection" "10092" 1 0.885810407392044 0.822583045794955 "1/70"
"hsa05169" "Epstein-Barr virus infection" "5293" 1 0.885810407392044 0.830296592309689 "1/70"
"hsa05205" "Proteoglycans in cancer" "5293" 1 0.885810407392044 0.834765038861445 "1/70"
"hsa05010" "Alzheimer disease" "5293/5481" 2 0.885810407392044 0.83479514832758 "2/70"
"hsa05417" "Lipid and atherosclerosis" "5293" 1 0.89573562570955 0.84883847253104 "1/70"
"hsa04024" "cAMP signaling pathway" "5293" 1 0.896368169381953 0.85413092579851 "1/70"
"hsa05163" "Human cytomegalovirus infection" "5293" 1 0.898320714820004 0.861728914306798 "1/70"
"hsa04014" "Ras signaling pathway" "5293" 1 0.898320714820004 0.870101215925135 "1/70"
"hsa05171" "Coronavirus disease - COVID-19" "5293" 1 0.898320714820004 0.870101215925135 "1/70"
"hsa05020" "Prion disease" "5293" 1 0.934464042388273 0.910001632901669 "1/70"
"hsa05022" "Pathways of neurodegeneration - multiple diseases" "27429/5481" 2 0.942930383381988 0.923183150222156 "2/70"
"hsa05206" "MicroRNAs in cancer" "5293" 1 0.950408260639009 0.935480382199652 "1/70"
"hsa04080" "Neuroactive ligand-receptor interaction" "5739" 1 0.961306797003418 0.95124075724422 "1/70"
"hsa05014" "Amyotrophic lateral sclerosis" "145957" 1 0.965832644121298 0.960775928707051 "1/70"
"hsa04740" "Olfactory transduction" "2774" 1 0.980752739696284 0.980752739696284 "1/70"
