"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0043023"	"GO:0043023"	"ribosomal large subunit binding"	"1/153"	"12/18337"	0.0956834167901157	0.542640186626102	0.537600184892733	"NEMF"	1
"GO:0043295"	"GO:0043295"	"glutathione binding"	"1/153"	"12/18337"	0.0956834167901157	0.542640186626102	0.537600184892733	"MMACHC"	1
"GO:0051015"	"GO:0051015"	"actin filament binding"	"4/153"	"208/18337"	0.0966408110798075	0.542640186626102	0.537600184892733	"TTN/ARPC5/CACNB2/FMNL3"	4
"GO:0061630"	"GO:0061630"	"ubiquitin protein ligase activity"	"5/153"	"294/18337"	0.100165408909932	0.542640186626102	0.537600184892733	"ANAPC11/TRIM14/MARCHF1/RBBP6/RNF24"	5
"GO:0008195"	"GO:0008195"	"phosphatidate phosphatase activity"	"1/153"	"13/18337"	0.103233781714051	0.542640186626102	0.537600184892733	"PLPPR3"	1
"GO:0034450"	"GO:0034450"	"ubiquitin-ubiquitin ligase activity"	"1/153"	"13/18337"	0.103233781714051	0.542640186626102	0.537600184892733	"ANAPC11"	1
"GO:0051011"	"GO:0051011"	"microtubule minus-end binding"	"1/153"	"13/18337"	0.103233781714051	0.542640186626102	0.537600184892733	"TUBGCP2"	1
"GO:0070700"	"GO:0070700"	"BMP receptor binding"	"1/153"	"13/18337"	0.103233781714051	0.542640186626102	0.537600184892733	"GDF15"	1
"GO:1900750"	"GO:1900750"	"oligopeptide binding"	"1/153"	"13/18337"	0.103233781714051	0.542640186626102	0.537600184892733	"MMACHC"	1
"GO:0008168"	"GO:0008168"	"methyltransferase activity"	"4/153"	"215/18337"	0.105773787513597	0.542640186626102	0.537600184892733	"LRTOMT/SPOUT1/SETD6/COQ5"	4
"GO:0000049"	"GO:0000049"	"tRNA binding"	"2/153"	"67/18337"	0.107746366991367	0.542640186626102	0.537600184892733	"YRDC/NEMF"	2
"GO:0005041"	"GO:0005041"	"low-density lipoprotein particle receptor activity"	"1/153"	"14/18337"	0.110721515363786	0.542640186626102	0.537600184892733	"STAB1"	1
"GO:0005545"	"GO:0005545"	"1-phosphatidylinositol binding"	"1/153"	"14/18337"	0.110721515363786	0.542640186626102	0.537600184892733	"ZFYVE16"	1
"GO:0015373"	"GO:0015373"	"anion:sodium symporter activity"	"1/153"	"14/18337"	0.110721515363786	0.542640186626102	0.537600184892733	"SLC18A2"	1
"GO:0042577"	"GO:0042577"	"lipid phosphatase activity"	"1/153"	"14/18337"	0.110721515363786	0.542640186626102	0.537600184892733	"PLPPR3"	1
"GO:0035257"	"GO:0035257"	"nuclear hormone receptor binding"	"3/153"	"140/18337"	0.112248919376839	0.542640186626102	0.537600184892733	"DCAF1/TAF10/PPID"	3
"GO:0061659"	"GO:0061659"	"ubiquitin-like protein ligase activity"	"5/153"	"305/18337"	0.112368884506817	0.542640186626102	0.537600184892733	"ANAPC11/TRIM14/MARCHF1/RBBP6/RNF24"	5
"GO:0032794"	"GO:0032794"	"GTPase activating protein binding"	"1/153"	"15/18337"	0.118147133884189	0.542640186626102	0.537600184892733	"FMNL3"	1
"GO:0043274"	"GO:0043274"	"phospholipase binding"	"1/153"	"15/18337"	0.118147133884189	0.542640186626102	0.537600184892733	"PRKCZ"	1
"GO:0051371"	"GO:0051371"	"muscle alpha-actinin binding"	"1/153"	"15/18337"	0.118147133884189	0.542640186626102	0.537600184892733	"TTN"	1
"GO:0016741"	"GO:0016741"	"transferase activity, transferring one-carbon groups"	"4/153"	"226/18337"	0.120883834754826	0.542640186626102	0.537600184892733	"LRTOMT/SPOUT1/SETD6/COQ5"	4
"GO:0004697"	"GO:0004697"	"protein kinase C activity"	"1/153"	"16/18337"	0.125511149194511	0.542640186626102	0.537600184892733	"PRKCZ"	1
"GO:0004698"	"GO:0004698"	"calcium-dependent protein kinase C activity"	"1/153"	"16/18337"	0.125511149194511	0.542640186626102	0.537600184892733	"PRKCZ"	1
"GO:0015347"	"GO:0015347"	"sodium-independent organic anion transmembrane transporter activity"	"1/153"	"16/18337"	0.125511149194511	0.542640186626102	0.537600184892733	"SLCO1C1"	1
"GO:0016307"	"GO:0016307"	"phosphatidylinositol phosphate kinase activity"	"1/153"	"16/18337"	0.125511149194511	0.542640186626102	0.537600184892733	"PIK3CD"	1
"GO:0035173"	"GO:0035173"	"histone kinase activity"	"1/153"	"16/18337"	0.125511149194511	0.542640186626102	0.537600184892733	"DCAF1"	1
"GO:0070628"	"GO:0070628"	"proteasome binding"	"1/153"	"16/18337"	0.125511149194511	0.542640186626102	0.537600184892733	"UCHL5"	1
"GO:0001618"	"GO:0001618"	"virus receptor activity"	"2/153"	"76/18337"	0.132479710745318	0.542640186626102	0.537600184892733	"CXADR/ITGB7"	2
"GO:0015174"	"GO:0015174"	"basic amino acid transmembrane transporter activity"	"1/153"	"17/18337"	0.132814069022754	0.542640186626102	0.537600184892733	"SLC25A29"	1
"GO:0015278"	"GO:0015278"	"calcium-release channel activity"	"1/153"	"17/18337"	0.132814069022754	0.542640186626102	0.537600184892733	"FKBP1B"	1
"GO:0015377"	"GO:0015377"	"cation:chloride symporter activity"	"1/153"	"17/18337"	0.132814069022754	0.542640186626102	0.537600184892733	"SLC18A2"	1
"GO:0030169"	"GO:0030169"	"low-density lipoprotein particle binding"	"1/153"	"17/18337"	0.132814069022754	0.542640186626102	0.537600184892733	"STAB1"	1
"GO:0030228"	"GO:0030228"	"lipoprotein particle receptor activity"	"1/153"	"17/18337"	0.132814069022754	0.542640186626102	0.537600184892733	"STAB1"	1
"GO:0052742"	"GO:0052742"	"phosphatidylinositol kinase activity"	"1/153"	"17/18337"	0.132814069022754	0.542640186626102	0.537600184892733	"PIK3CD"	1
"GO:0070064"	"GO:0070064"	"proline-rich region binding"	"1/153"	"17/18337"	0.132814069022754	0.542640186626102	0.537600184892733	"GIGYF2"	1
"GO:0140272"	"GO:0140272"	"exogenous protein binding"	"2/153"	"77/18337"	0.135303332650549	0.542640186626102	0.537600184892733	"CXADR/ITGB7"	2
"GO:0016853"	"GO:0016853"	"isomerase activity"	"3/153"	"157/18337"	0.143819395871642	0.542640186626102	0.537600184892733	"FKBP1B/PPID/ISYNA1"	3
"GO:0008757"	"GO:0008757"	"S-adenosylmethionine-dependent methyltransferase activity"	"3/153"	"158/18337"	0.145761342962479	0.542640186626102	0.537600184892733	"LRTOMT/SETD6/COQ5"	3
"GO:0003746"	"GO:0003746"	"translation elongation factor activity"	"1/153"	"19/18337"	0.147238632393015	0.542640186626102	0.537600184892733	"GTPBP1"	1
"GO:0016722"	"GO:0016722"	"oxidoreductase activity, acting on metal ions"	"1/153"	"19/18337"	0.147238632393015	0.542640186626102	0.537600184892733	"MMACHC"	1
"GO:0031683"	"GO:0031683"	"G-protein beta/gamma-subunit complex binding"	"1/153"	"19/18337"	0.147238632393015	0.542640186626102	0.537600184892733	"GNAL"	1
"GO:0004842"	"GO:0004842"	"ubiquitin-protein transferase activity"	"6/153"	"429/18337"	0.149926813707976	0.542640186626102	0.537600184892733	"ANAPC11/RMND5B/TRIM14/MARCHF1/RBBP6/RNF24"	6
"GO:0043130"	"GO:0043130"	"ubiquitin binding"	"2/153"	"83/18337"	0.15251406886487	0.542640186626102	0.537600184892733	"FAAP20/MARCHF7"	2
"GO:0008083"	"GO:0008083"	"growth factor activity"	"3/153"	"162/18337"	0.153614607744543	0.542640186626102	0.537600184892733	"NRG4/GDF15/JAG1"	3
"GO:0015125"	"GO:0015125"	"bile acid transmembrane transporter activity"	"1/153"	"20/18337"	0.154361270740208	0.542640186626102	0.537600184892733	"SLCO1C1"	1
"GO:0016018"	"GO:0016018"	"cyclosporin A binding"	"1/153"	"20/18337"	0.154361270740208	0.542640186626102	0.537600184892733	"PPID"	1
"GO:0008013"	"GO:0008013"	"beta-catenin binding"	"2/153"	"85/18337"	0.158343822773587	0.542640186626102	0.537600184892733	"CXADR/VCL"	2
"GO:0008483"	"GO:0008483"	"transaminase activity"	"1/153"	"21/18337"	0.161424803282477	0.542640186626102	0.537600184892733	"PHYKPL"	1
"GO:0015035"	"GO:0015035"	"protein disulfide oxidoreductase activity"	"1/153"	"21/18337"	0.161424803282477	0.542640186626102	0.537600184892733	"STAB1"	1
"GO:0070530"	"GO:0070530"	"K63-linked polyubiquitin modification-dependent protein binding"	"1/153"	"21/18337"	0.161424803282477	0.542640186626102	0.537600184892733	"FAAP20"	1
"GO:0004529"	"GO:0004529"	"exodeoxyribonuclease activity"	"1/153"	"22/18337"	0.168429717297425	0.542640186626102	0.537600184892733	"RAD9A"	1
"GO:0005540"	"GO:0005540"	"hyaluronic acid binding"	"1/153"	"22/18337"	0.168429717297425	0.542640186626102	0.537600184892733	"STAB1"	1
"GO:0008143"	"GO:0008143"	"poly(A) binding"	"1/153"	"22/18337"	0.168429717297425	0.542640186626102	0.537600184892733	"ZC3H14"	1
"GO:0015296"	"GO:0015296"	"anion:cation symporter activity"	"1/153"	"22/18337"	0.168429717297425	0.542640186626102	0.537600184892733	"SLC18A2"	1
"GO:0016895"	"GO:0016895"	"exodeoxyribonuclease activity, producing 5'-phosphomonoesters"	"1/153"	"22/18337"	0.168429717297425	0.542640186626102	0.537600184892733	"RAD9A"	1
"GO:0044769"	"GO:0044769"	"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"	"1/153"	"22/18337"	0.168429717297425	0.542640186626102	0.537600184892733	"TCIRG1"	1
"GO:0046961"	"GO:0046961"	"proton-transporting ATPase activity, rotational mechanism"	"1/153"	"22/18337"	0.168429717297425	0.542640186626102	0.537600184892733	"TCIRG1"	1
"GO:0050321"	"GO:0050321"	"tau-protein kinase activity"	"1/153"	"22/18337"	0.168429717297425	0.542640186626102	0.537600184892733	"CSNK1D"	1
"GO:0008081"	"GO:0008081"	"phosphoric diester hydrolase activity"	"2/153"	"89/18337"	0.170124206167726	0.542640186626102	0.537600184892733	"SMPDL3B/MPPE1"	2
"GO:0003688"	"GO:0003688"	"DNA replication origin binding"	"1/153"	"23/18337"	0.175376496071844	0.542640186626102	0.537600184892733	"MCMDC2"	1
"GO:0008171"	"GO:0008171"	"O-methyltransferase activity"	"1/153"	"23/18337"	0.175376496071844	0.542640186626102	0.537600184892733	"LRTOMT"	1
"GO:0009931"	"GO:0009931"	"calcium-dependent protein serine/threonine kinase activity"	"1/153"	"23/18337"	0.175376496071844	0.542640186626102	0.537600184892733	"PRKCZ"	1
"GO:0016769"	"GO:0016769"	"transferase activity, transferring nitrogenous groups"	"1/153"	"23/18337"	0.175376496071844	0.542640186626102	0.537600184892733	"PHYKPL"	1
"GO:0140103"	"GO:0140103"	"catalytic activity, acting on a glycoprotein"	"1/153"	"23/18337"	0.175376496071844	0.542640186626102	0.537600184892733	"POMGNT1"	1
"GO:0051427"	"GO:0051427"	"hormone receptor binding"	"3/153"	"173/18337"	0.17586360092055	0.542640186626102	0.537600184892733	"DCAF1/TAF10/PPID"	3
"GO:0019787"	"GO:0019787"	"ubiquitin-like protein transferase activity"	"6/153"	"452/18337"	0.177199908840656	0.542640186626102	0.537600184892733	"ANAPC11/RMND5B/TRIM14/MARCHF1/RBBP6/RNF24"	6
"GO:0010857"	"GO:0010857"	"calcium-dependent protein kinase activity"	"1/153"	"24/18337"	0.182265618934191	0.542640186626102	0.537600184892733	"PRKCZ"	1
"GO:0035925"	"GO:0035925"	"mRNA 3'-UTR AU-rich region binding"	"1/153"	"24/18337"	0.182265618934191	0.542640186626102	0.537600184892733	"EXOSC9"	1
"GO:0070696"	"GO:0070696"	"transmembrane receptor protein serine/threonine kinase binding"	"1/153"	"24/18337"	0.182265618934191	0.542640186626102	0.537600184892733	"GDF15"	1
"GO:0000030"	"GO:0000030"	"mannosyltransferase activity"	"1/153"	"25/18337"	0.189097561286785	0.542640186626102	0.537600184892733	"ALG3"	1
"GO:0003887"	"GO:0003887"	"DNA-directed DNA polymerase activity"	"1/153"	"25/18337"	0.189097561286785	0.542640186626102	0.537600184892733	"POLG"	1
"GO:0004190"	"GO:0004190"	"aspartic-type endopeptidase activity"	"1/153"	"25/18337"	0.189097561286785	0.542640186626102	0.537600184892733	"SPPL2B"	1
"GO:0004709"	"GO:0004709"	"MAP kinase kinase kinase activity"	"1/153"	"25/18337"	0.189097561286785	0.542640186626102	0.537600184892733	"MAP3K12"	1
"GO:0005112"	"GO:0005112"	"Notch binding"	"1/153"	"25/18337"	0.189097561286785	0.542640186626102	0.537600184892733	"JAG1"	1
"GO:0042923"	"GO:0042923"	"neuropeptide binding"	"1/153"	"25/18337"	0.189097561286785	0.542640186626102	0.537600184892733	"PTGDR2"	1
"GO:0097602"	"GO:0097602"	"cullin family protein binding"	"1/153"	"25/18337"	0.189097561286785	0.542640186626102	0.537600184892733	"ANAPC11"	1
"GO:0016757"	"GO:0016757"	"transferase activity, transferring glycosyl groups"	"4/153"	"273/18337"	0.194435380380403	0.542640186626102	0.537600184892733	"GLT8D1/HAS3/POMGNT1/ALG3"	4
"GO:0017025"	"GO:0017025"	"TBP-class protein binding"	"1/153"	"26/18337"	0.195872794637764	0.542640186626102	0.537600184892733	"GTF2A2"	1
"GO:0051861"	"GO:0051861"	"glycolipid binding"	"1/153"	"26/18337"	0.195872794637764	0.542640186626102	0.537600184892733	"MPPE1"	1
"GO:0070001"	"GO:0070001"	"aspartic-type peptidase activity"	"1/153"	"26/18337"	0.195872794637764	0.542640186626102	0.537600184892733	"SPPL2B"	1
"GO:0099604"	"GO:0099604"	"ligand-gated calcium channel activity"	"1/153"	"26/18337"	0.195872794637764	0.542640186626102	0.537600184892733	"FKBP1B"	1
"GO:0051393"	"GO:0051393"	"alpha-actinin binding"	"1/153"	"27/18337"	0.202591786632763	0.552963862033827	0.547827974770355	"TTN"	1
"GO:0080025"	"GO:0080025"	"phosphatidylinositol-3,5-bisphosphate binding"	"1/153"	"27/18337"	0.202591786632763	0.552963862033827	0.547827974770355	"CLVS1"	1
"GO:0015108"	"GO:0015108"	"chloride transmembrane transporter activity"	"2/153"	"101/18337"	0.206230212640412	0.552963862033827	0.547827974770355	"CLCC1/SLC18A2"	2
"GO:0032182"	"GO:0032182"	"ubiquitin-like protein binding"	"2/153"	"101/18337"	0.206230212640412	0.552963862033827	0.547827974770355	"FAAP20/MARCHF7"	2
"GO:0033612"	"GO:0033612"	"receptor serine/threonine kinase binding"	"1/153"	"28/18337"	0.209255001086351	0.552963862033827	0.547827974770355	"GDF15"	1
"GO:0070717"	"GO:0070717"	"poly-purine tract binding"	"1/153"	"28/18337"	0.209255001086351	0.552963862033827	0.547827974770355	"ZC3H14"	1
"GO:0004181"	"GO:0004181"	"metallocarboxypeptidase activity"	"1/153"	"29/18337"	0.215862898013205	0.552963862033827	0.547827974770355	"CPM"	1
"GO:0005217"	"GO:0005217"	"intracellular ligand-gated ion channel activity"	"1/153"	"29/18337"	0.215862898013205	0.552963862033827	0.547827974770355	"FKBP1B"	1
"GO:0032452"	"GO:0032452"	"histone demethylase activity"	"1/153"	"29/18337"	0.215862898013205	0.552963862033827	0.547827974770355	"KDM2B"	1
"GO:0051059"	"GO:0051059"	"NF-kappaB binding"	"1/153"	"29/18337"	0.215862898013205	0.552963862033827	0.547827974770355	"SETD6"	1
"GO:0140457"	"GO:0140457"	"protein demethylase activity"	"1/153"	"29/18337"	0.215862898013205	0.552963862033827	0.547827974770355	"KDM2B"	1
"GO:0033764"	"GO:0033764"	"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"1/153"	"30/18337"	0.222415933659042	0.558278920728065	0.553093667594368	"SDR42E1"	1
"GO:0071813"	"GO:0071813"	"lipoprotein particle binding"	"1/153"	"30/18337"	0.222415933659042	0.558278920728065	0.553093667594368	"STAB1"	1
"GO:0071814"	"GO:0071814"	"protein-lipid complex binding"	"1/153"	"30/18337"	0.222415933659042	0.558278920728065	0.553093667594368	"STAB1"	1
"GO:0071889"	"GO:0071889"	"14-3-3 protein binding"	"1/153"	"31/18337"	0.228914560531286	0.570760304258006	0.565459124961492	"PRKCZ"	1
"GO:0016758"	"GO:0016758"	"transferase activity, transferring hexosyl groups"	"3/153"	"200/18337"	0.233691587132438	0.575322555938778	0.569979002787644	"HAS3/POMGNT1/ALG3"	3
"GO:0030291"	"GO:0030291"	"protein serine/threonine kinase inhibitor activity"	"1/153"	"32/18337"	0.2353592274295	0.575322555938778	0.569979002787644	"HEXIM1"	1
"GO:0030515"	"GO:0030515"	"snoRNA binding"	"1/153"	"32/18337"	0.2353592274295	0.575322555938778	0.569979002787644	"TBL3"	1
"GO:0031624"	"GO:0031624"	"ubiquitin conjugating enzyme binding"	"1/153"	"33/18337"	0.241750379475569	0.576449827696177	0.571095804528721	"MARCHF7"	1
"GO:0035198"	"GO:0035198"	"miRNA binding"	"1/153"	"33/18337"	0.241750379475569	0.576449827696177	0.571095804528721	"SPOUT1"	1
"GO:0071949"	"GO:0071949"	"FAD binding"	"1/153"	"33/18337"	0.241750379475569	0.576449827696177	0.571095804528721	"MMACHC"	1
"GO:0042826"	"GO:0042826"	"histone deacetylase binding"	"2/153"	"113/18337"	0.24306139914207	0.576449827696177	0.571095804528721	"RAD9A/RFXANK"	2
"GO:0004843"	"GO:0004843"	"thiol-dependent ubiquitin-specific protease activity"	"2/153"	"114/18337"	0.246148180511455	0.576449827696177	0.571095804528721	"USP24/UCHL5"	2
"GO:0016229"	"GO:0016229"	"steroid dehydrogenase activity"	"1/153"	"34/18337"	0.248088458143633	0.576449827696177	0.571095804528721	"SDR42E1"	1
"GO:0101005"	"GO:0101005"	"ubiquitinyl hydrolase activity"	"2/153"	"115/18337"	0.249236474392453	0.576449827696177	0.571095804528721	"USP24/UCHL5"	2
