"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0071248"	"GO:0071248"	"cellular response to metal ion"	"4/89"	"189/18862"	0.012311284097174	0.40615238939218	0.393743868122331	"BMP6/EGFR/CALR/EDN1"	4
"GO:0048511"	"GO:0048511"	"rhythmic process"	"5/89"	"294/18862"	0.012744534704693	0.40615238939218	0.393743868122331	"RPE65/DBP/CSNK1D/EGFR/ATG7"	5
"GO:0070873"	"GO:0070873"	"regulation of glycogen metabolic process"	"2/89"	"37/18862"	0.0131721128580011	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:1901222"	"GO:1901222"	"regulation of NIK/NF-kappaB signaling"	"3/89"	"106/18862"	0.0138146747674933	0.40615238939218	0.393743868122331	"EGFR/CALR/EDN1"	3
"GO:0045214"	"GO:0045214"	"sarcomere organization"	"2/89"	"38/18862"	0.0138616637660591	0.40615238939218	0.393743868122331	"KRT8/EDN1"	2
"GO:0071398"	"GO:0071398"	"cellular response to fatty acid"	"2/89"	"38/18862"	0.0138616637660591	0.40615238939218	0.393743868122331	"IRS1/EDN1"	2
"GO:0071548"	"GO:0071548"	"response to dexamethasone"	"2/89"	"38/18862"	0.0138616637660591	0.40615238939218	0.393743868122331	"EGFR/EDN1"	2
"GO:0006275"	"GO:0006275"	"regulation of DNA replication"	"3/89"	"107/18862"	0.0141655541812027	0.40615238939218	0.393743868122331	"USP37/EGFR/ATG7"	3
"GO:0046879"	"GO:0046879"	"hormone secretion"	"5/89"	"302/18862"	0.0141705705210245	0.40615238939218	0.393743868122331	"IRS1/BMP6/EGFR/BAIAP3/EDN1"	5
"GO:0071383"	"GO:0071383"	"cellular response to steroid hormone stimulus"	"4/89"	"201/18862"	0.0151245577828837	0.40615238939218	0.393743868122331	"FOXH1/EGFR/CALR/EDN1"	4
"GO:0098760"	"GO:0098760"	"response to interleukin-7"	"2/89"	"40/18862"	0.0152866989804176	0.40615238939218	0.393743868122331	"IRS1/PDIA3"	2
"GO:0098761"	"GO:0098761"	"cellular response to interleukin-7"	"2/89"	"40/18862"	0.0152866989804176	0.40615238939218	0.393743868122331	"IRS1/PDIA3"	2
"GO:0009612"	"GO:0009612"	"response to mechanical stimulus"	"4/89"	"202/18862"	0.0153757991337135	0.40615238939218	0.393743868122331	"BMP6/PKD2L2/EGFR/EDN1"	4
"GO:1905954"	"GO:1905954"	"positive regulation of lipid localization"	"3/89"	"111/18862"	0.0156195953000016	0.40615238939218	0.393743868122331	"BMP6/PLTP/EDN1"	3
"GO:0010907"	"GO:0010907"	"positive regulation of glucose metabolic process"	"2/89"	"41/18862"	0.0160218705579485	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0033574"	"GO:0033574"	"response to testosterone"	"2/89"	"41/18862"	0.0160218705579485	0.40615238939218	0.393743868122331	"CALR/EDN1"	2
"GO:0009914"	"GO:0009914"	"hormone transport"	"5/89"	"312/18862"	0.0160996840714786	0.40615238939218	0.393743868122331	"IRS1/BMP6/EGFR/BAIAP3/EDN1"	5
"GO:0042181"	"GO:0042181"	"ketone biosynthetic process"	"2/89"	"42/18862"	0.0167719381389379	0.40615238939218	0.393743868122331	"BMP6/COQ6"	2
"GO:0006338"	"GO:0006338"	"chromatin remodeling"	"4/89"	"209/18862"	0.017208470776834	0.40615238939218	0.393743868122331	"RBBP4/ACTR8/CENPO/RUVBL1"	4
"GO:0001101"	"GO:0001101"	"response to acid chemical"	"3/89"	"119/18862"	0.0187716946853926	0.40615238939218	0.393743868122331	"KRT8/EDN1/CRLS1"	3
"GO:0006775"	"GO:0006775"	"fat-soluble vitamin metabolic process"	"2/89"	"45/18862"	0.0191099862332031	0.40615238939218	0.393743868122331	"RPE65/PLTP"	2
"GO:0032881"	"GO:0032881"	"regulation of polysaccharide metabolic process"	"2/89"	"45/18862"	0.0191099862332031	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0071241"	"GO:0071241"	"cellular response to inorganic substance"	"4/89"	"216/18862"	0.0191725225654783	0.40615238939218	0.393743868122331	"BMP6/EGFR/CALR/EDN1"	4
"GO:0060964"	"GO:0060964"	"regulation of gene silencing by miRNA"	"3/89"	"121/18862"	0.0196108149476851	0.40615238939218	0.393743868122331	"HIF1A-AS2/EGFR/POM121"	3
"GO:0005978"	"GO:0005978"	"glycogen biosynthetic process"	"2/89"	"46/18862"	0.0199181125783117	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0009250"	"GO:0009250"	"glucan biosynthetic process"	"2/89"	"46/18862"	0.0199181125783117	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0048545"	"GO:0048545"	"response to steroid hormone"	"5/89"	"330/18862"	0.0199998663600553	0.40615238939218	0.393743868122331	"FOXH1/BMP6/EGFR/CALR/EDN1"	5
"GO:0051701"	"GO:0051701"	"biological process involved in interaction with host"	"4/89"	"219/18862"	0.020055095408826	0.40615238939218	0.393743868122331	"EGFR/ATG7/SLC1A5/GPR15"	4
"GO:0060147"	"GO:0060147"	"regulation of posttranscriptional gene silencing"	"3/89"	"124/18862"	0.0209079371289021	0.40615238939218	0.393743868122331	"HIF1A-AS2/EGFR/POM121"	3
"GO:0060966"	"GO:0060966"	"regulation of gene silencing by RNA"	"3/89"	"125/18862"	0.0213505713223192	0.40615238939218	0.393743868122331	"HIF1A-AS2/EGFR/POM121"	3
"GO:0050714"	"GO:0050714"	"positive regulation of protein secretion"	"3/89"	"129/18862"	0.0231724422127289	0.40615238939218	0.393743868122331	"BMP6/EGFR/BAIAP3"	3
"GO:0008033"	"GO:0008033"	"tRNA processing"	"3/89"	"130/18862"	0.0236407453863777	0.40615238939218	0.393743868122331	"CSTF2/TRMT112/ELP4"	3
"GO:0000186"	"GO:0000186"	"activation of MAPKK activity"	"2/89"	"51/18862"	0.0241678771192843	0.40615238939218	0.393743868122331	"EGFR/MAP3K15"	2
"GO:1903793"	"GO:1903793"	"positive regulation of anion transport"	"6/89"	"478/18862"	0.0255441081570806	0.40615238939218	0.393743868122331	"IRS1/BMP6/EGFR/PLTP/BAIAP3/EDN1"	6
"GO:0051384"	"GO:0051384"	"response to glucocorticoid"	"3/89"	"135/18862"	0.0260592418034081	0.40615238939218	0.393743868122331	"BMP6/EGFR/EDN1"	3
"GO:0010676"	"GO:0010676"	"positive regulation of cellular carbohydrate metabolic process"	"2/89"	"54/18862"	0.0268798001318962	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0006323"	"GO:0006323"	"DNA packaging"	"4/89"	"240/18862"	0.0269351796729061	0.40615238939218	0.393743868122331	"RBBP4/NCAPD3/CENPO/RUVBL1"	4
"GO:0071385"	"GO:0071385"	"cellular response to glucocorticoid stimulus"	"2/89"	"55/18862"	0.0278099270592819	0.40615238939218	0.393743868122331	"EGFR/EDN1"	2
"GO:0046718"	"GO:0046718"	"viral entry into host cell"	"3/89"	"140/18862"	0.0286058567306673	0.40615238939218	0.393743868122331	"EGFR/SLC1A5/GPR15"	3
"GO:0062013"	"GO:0062013"	"positive regulation of small molecule metabolic process"	"3/89"	"141/18862"	0.0291305206654114	0.40615238939218	0.393743868122331	"IRS1/BMP6/PHKG2"	3
"GO:0030111"	"GO:0030111"	"regulation of Wnt signaling pathway"	"5/89"	"365/18862"	0.029255773340833	0.40615238939218	0.393743868122331	"CSNK1D/C12orf43/ATP6V1C2/EGFR/RUVBL1"	5
"GO:0030072"	"GO:0030072"	"peptide hormone secretion"	"4/89"	"247/18862"	0.0295066823713856	0.40615238939218	0.393743868122331	"IRS1/EGFR/BAIAP3/EDN1"	4
"GO:0009581"	"GO:0009581"	"detection of external stimulus"	"3/89"	"142/18862"	0.0296602888562431	0.40615238939218	0.393743868122331	"RPE65/BEST1/PKD2L2"	3
"GO:0008286"	"GO:0008286"	"insulin receptor signaling pathway"	"3/89"	"143/18862"	0.0301951566319032	0.40615238939218	0.393743868122331	"RPE65/IRS1/ATP6V1C2"	3
"GO:0035051"	"GO:0035051"	"cardiocyte differentiation"	"3/89"	"144/18862"	0.0307351190059064	0.40615238939218	0.393743868122331	"EGFR/CALR/EDN1"	3
"GO:0060968"	"GO:0060968"	"regulation of gene silencing"	"3/89"	"144/18862"	0.0307351190059064	0.40615238939218	0.393743868122331	"HIF1A-AS2/EGFR/POM121"	3
"GO:0006334"	"GO:0006334"	"nucleosome assembly"	"3/89"	"145/18862"	0.031280170680633	0.40615238939218	0.393743868122331	"RBBP4/CENPO/RUVBL1"	3
"GO:0009582"	"GO:0009582"	"detection of abiotic stimulus"	"3/89"	"145/18862"	0.031280170680633	0.40615238939218	0.393743868122331	"RPE65/BEST1/PKD2L2"	3
"GO:0030239"	"GO:0030239"	"myofibril assembly"	"2/89"	"59/18862"	0.0316574720561591	0.40615238939218	0.393743868122331	"KRT8/EDN1"	2
"GO:0042180"	"GO:0042180"	"cellular ketone metabolic process"	"4/89"	"254/18862"	0.0322195200245411	0.40615238939218	0.393743868122331	"IRS1/BMP6/CBR4/COQ6"	4
"GO:0090263"	"GO:0090263"	"positive regulation of canonical Wnt signaling pathway"	"3/89"	"147/18862"	0.0323855192104098	0.40615238939218	0.393743868122331	"CSNK1D/EGFR/RUVBL1"	3
"GO:0046888"	"GO:0046888"	"negative regulation of hormone secretion"	"2/89"	"60/18862"	0.0326504303213681	0.40615238939218	0.393743868122331	"IRS1/EDN1"	2
"GO:0071384"	"GO:0071384"	"cellular response to corticosteroid stimulus"	"2/89"	"60/18862"	0.0326504303213681	0.40615238939218	0.393743868122331	"EGFR/EDN1"	2
"GO:0019229"	"GO:0019229"	"regulation of vasoconstriction"	"2/89"	"61/18862"	0.0336555459293391	0.40615238939218	0.393743868122331	"EGFR/EDN1"	2
"GO:0070542"	"GO:0070542"	"response to fatty acid"	"2/89"	"61/18862"	0.0336555459293391	0.40615238939218	0.393743868122331	"IRS1/EDN1"	2
"GO:0002793"	"GO:0002793"	"positive regulation of peptide secretion"	"3/89"	"151/18862"	0.0346570211894472	0.40615238939218	0.393743868122331	"BMP6/EGFR/BAIAP3"	3
"GO:0031960"	"GO:0031960"	"response to corticosteroid"	"3/89"	"152/18862"	0.035237524343668	0.40615238939218	0.393743868122331	"BMP6/EGFR/EDN1"	3
"GO:0006081"	"GO:0006081"	"cellular aldehyde metabolic process"	"2/89"	"63/18862"	0.0357017140642684	0.40615238939218	0.393743868122331	"RPE65/BMP6"	2
"GO:0035690"	"GO:0035690"	"cellular response to drug"	"2/89"	"63/18862"	0.0357017140642684	0.40615238939218	0.393743868122331	"EGFR/EDN1"	2
"GO:0044409"	"GO:0044409"	"entry into host"	"3/89"	"153/18862"	0.035823063696285	0.40615238939218	0.393743868122331	"EGFR/SLC1A5/GPR15"	3
"GO:0014065"	"GO:0014065"	"phosphatidylinositol 3-kinase signaling"	"3/89"	"154/18862"	0.0364136313278492	0.40615238939218	0.393743868122331	"IRS1/EGFR/EDN1"	3
"GO:0032368"	"GO:0032368"	"regulation of lipid transport"	"3/89"	"156/18862"	0.0376098183931399	0.40615238939218	0.393743868122331	"BMP6/PLTP/EDN1"	3
"GO:0009584"	"GO:0009584"	"detection of visible light"	"2/89"	"66/18862"	0.0388588272094704	0.40615238939218	0.393743868122331	"RPE65/BEST1"	2
"GO:0045787"	"GO:0045787"	"positive regulation of cell cycle"	"5/89"	"395/18862"	0.0390550383882659	0.40615238939218	0.393743868122331	"SLF1/EGFR/CSPP1/CALR/EDN1"	5
"GO:1903532"	"GO:1903532"	"positive regulation of secretion by cell"	"4/89"	"271/18862"	0.0394015502739703	0.40615238939218	0.393743868122331	"BMP6/EGFR/BAIAP3/EDN1"	4
"GO:0045669"	"GO:0045669"	"positive regulation of osteoblast differentiation"	"2/89"	"67/18862"	0.0399341061628008	0.40615238939218	0.393743868122331	"BMP6/HIF1A-AS2"	2
"GO:0043467"	"GO:0043467"	"regulation of generation of precursor metabolites and energy"	"3/89"	"160/18862"	0.0400621536643905	0.40615238939218	0.393743868122331	"IRS1/POM121/PHKG2"	3
"GO:0034470"	"GO:0034470"	"ncRNA processing"	"5/89"	"400/18862"	0.0408617750218044	0.40615238939218	0.393743868122331	"CSTF2/TRMT112/ELP4/NOP14/KRR1"	5
"GO:0002790"	"GO:0002790"	"peptide secretion"	"5/89"	"401/18862"	0.0412291494659266	0.40615238939218	0.393743868122331	"IRS1/BMP6/EGFR/BAIAP3/EDN1"	5
"GO:0014823"	"GO:0014823"	"response to activity"	"2/89"	"69/18862"	0.0421182547337039	0.40615238939218	0.393743868122331	"BMP6/EDN1"	2
"GO:0050804"	"GO:0050804"	"modulation of chemical synaptic transmission"	"5/89"	"405/18862"	0.0427187939191356	0.40615238939218	0.393743868122331	"EGFR/BAIAP3/EDN1/SHISA8/FGF14"	5
"GO:0050708"	"GO:0050708"	"regulation of protein secretion"	"4/89"	"279/18862"	0.0430739258172042	0.40615238939218	0.393743868122331	"IRS1/BMP6/EGFR/BAIAP3"	4
"GO:0099177"	"GO:0099177"	"regulation of trans-synaptic signaling"	"5/89"	"406/18862"	0.043096249502016	0.40615238939218	0.393743868122331	"EGFR/BAIAP3/EDN1/SHISA8/FGF14"	5
"GO:0006801"	"GO:0006801"	"superoxide metabolic process"	"2/89"	"70/18862"	0.0432268705537008	0.40615238939218	0.393743868122331	"EGFR/EDN1"	2
"GO:0033692"	"GO:0033692"	"cellular polysaccharide biosynthetic process"	"2/89"	"71/18862"	0.0443463464052141	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0000491"	"GO:0000491"	"small nucleolar ribonucleoprotein complex assembly"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"RUVBL1"	1
"GO:0006655"	"GO:0006655"	"phosphatidylglycerol biosynthetic process"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"CRLS1"	1
"GO:0014820"	"GO:0014820"	"tonic smooth muscle contraction"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"EDN1"	1
"GO:0018026"	"GO:0018026"	"peptidyl-lysine monomethylation"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"SETD6"	1
"GO:0019614"	"GO:0019614"	"catechol-containing compound catabolic process"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"LRTOMT"	1
"GO:0030647"	"GO:0030647"	"aminoglycoside antibiotic metabolic process"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"CBR4"	1
"GO:0032000"	"GO:0032000"	"positive regulation of fatty acid beta-oxidation"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"IRS1"	1
"GO:0032329"	"GO:0032329"	"serine transport"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"SLC1A5"	1
"GO:0032341"	"GO:0032341"	"aldosterone metabolic process"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"BMP6"	1
"GO:0032342"	"GO:0032342"	"aldosterone biosynthetic process"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"BMP6"	1
"GO:0035871"	"GO:0035871"	"protein K11-linked deubiquitination"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"USP37"	1
"GO:0036500"	"GO:0036500"	"ATF6-mediated unfolded protein response"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"CALR"	1
"GO:0042045"	"GO:0042045"	"epithelial fluid transport"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"EDN1"	1
"GO:0042135"	"GO:0042135"	"neurotransmitter catabolic process"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"LRTOMT"	1
"GO:0042424"	"GO:0042424"	"catecholamine catabolic process"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"LRTOMT"	1
"GO:0045793"	"GO:0045793"	"positive regulation of cell size"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"EDN1"	1
"GO:0070099"	"GO:0070099"	"regulation of chemokine-mediated signaling pathway"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"EDN1"	1
"GO:0090030"	"GO:0090030"	"regulation of steroid hormone biosynthetic process"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"BMP6"	1
"GO:0099639"	"GO:0099639"	"neurotransmitter receptor transport, endosome to plasma membrane"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"GRIP2"	1
"GO:1904338"	"GO:1904338"	"regulation of dopaminergic neuron differentiation"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"CSNK1D"	1
"GO:2000048"	"GO:2000048"	"negative regulation of cell-cell adhesion mediated by cadherin"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"BMP6"	1
"GO:2000234"	"GO:2000234"	"positive regulation of rRNA processing"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"TRMT112"	1
"GO:2000508"	"GO:2000508"	"regulation of dendritic cell chemotaxis"	"1/89"	"10/18862"	0.0462062273079263	0.40615238939218	0.393743868122331	"CALR"	1
"GO:0033143"	"GO:0033143"	"regulation of intracellular steroid hormone receptor signaling pathway"	"2/89"	"73/18862"	0.046617380724867	0.40615238939218	0.393743868122331	"FOXH1/CALR"	2
"GO:0005977"	"GO:0005977"	"glycogen metabolic process"	"2/89"	"74/18862"	0.0477686927244079	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0045739"	"GO:0045739"	"positive regulation of DNA repair"	"2/89"	"74/18862"	0.0477686927244079	0.40615238939218	0.393743868122331	"SLF1/EGFR"	2
"GO:0071260"	"GO:0071260"	"cellular response to mechanical stimulus"	"2/89"	"74/18862"	0.0477686927244079	0.40615238939218	0.393743868122331	"BMP6/EGFR"	2
"GO:0140056"	"GO:0140056"	"organelle localization by membrane tethering"	"3/89"	"172/18862"	0.0478931014657067	0.40615238939218	0.393743868122331	"CSNK1D/VTI1B/B9D1"	3
"GO:0002479"	"GO:0002479"	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"	"2/89"	"75/18862"	0.0489303718069851	0.40615238939218	0.393743868122331	"CALR/PDIA3"	2
"GO:0006073"	"GO:0006073"	"cellular glucan metabolic process"	"2/89"	"75/18862"	0.0489303718069851	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0006353"	"GO:0006353"	"DNA-templated transcription, termination"	"2/89"	"75/18862"	0.0489303718069851	0.40615238939218	0.393743868122331	"CSTF2/MTERF2"	2
"GO:0044042"	"GO:0044042"	"glucan metabolic process"	"2/89"	"75/18862"	0.0489303718069851	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0052126"	"GO:0052126"	"movement in host environment"	"3/89"	"175/18862"	0.0499603207826141	0.40615238939218	0.393743868122331	"EGFR/SLC1A5/GPR15"	3
"GO:0001821"	"GO:0001821"	"histamine secretion"	"1/89"	"11/18862"	0.0507090729354246	0.40615238939218	0.393743868122331	"EDN1"	1
"GO:0003139"	"GO:0003139"	"secondary heart field specification"	"1/89"	"11/18862"	0.0507090729354246	0.40615238939218	0.393743868122331	"FOXH1"	1
"GO:0010960"	"GO:0010960"	"magnesium ion homeostasis"	"1/89"	"11/18862"	0.0507090729354246	0.40615238939218	0.393743868122331	"EGFR"	1
"GO:0032306"	"GO:0032306"	"regulation of prostaglandin secretion"	"1/89"	"11/18862"	0.0507090729354246	0.40615238939218	0.393743868122331	"EDN1"	1
"GO:0032308"	"GO:0032308"	"positive regulation of prostaglandin secretion"	"1/89"	"11/18862"	0.0507090729354246	0.40615238939218	0.393743868122331	"EDN1"	1
"GO:0048102"	"GO:0048102"	"autophagic cell death"	"1/89"	"11/18862"	0.0507090729354246	0.40615238939218	0.393743868122331	"ATG7"	1
"GO:0070475"	"GO:0070475"	"rRNA base methylation"	"1/89"	"11/18862"	0.0507090729354246	0.40615238939218	0.393743868122331	"TRMT112"	1
"GO:0070778"	"GO:0070778"	"L-aspartate transmembrane transport"	"1/89"	"11/18862"	0.0507090729354246	0.40615238939218	0.393743868122331	"SLC1A5"	1
"GO:0051047"	"GO:0051047"	"positive regulation of secretion"	"4/89"	"295/18862"	0.0509810590375153	0.40615238939218	0.393743868122331	"BMP6/EGFR/BAIAP3/EDN1"	4
"GO:0009583"	"GO:0009583"	"detection of light stimulus"	"2/89"	"77/18862"	0.0512843481521538	0.40615238939218	0.393743868122331	"RPE65/BEST1"	2
"GO:0010827"	"GO:0010827"	"regulation of glucose transmembrane transport"	"2/89"	"77/18862"	0.0512843481521538	0.40615238939218	0.393743868122331	"IRS1/EDN1"	2
"GO:1901796"	"GO:1901796"	"regulation of signal transduction by p53 class mediator"	"3/89"	"177/18862"	0.0513624460148391	0.40615238939218	0.393743868122331	"RBBP4/RAD9A/RMI1"	3
"GO:2001257"	"GO:2001257"	"regulation of cation channel activity"	"3/89"	"177/18862"	0.0513624460148391	0.40615238939218	0.393743868122331	"KCNAB1/SHISA8/FGF14"	3
"GO:0000271"	"GO:0000271"	"polysaccharide biosynthetic process"	"2/89"	"78/18862"	0.0524764060945955	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0045913"	"GO:0045913"	"positive regulation of carbohydrate metabolic process"	"2/89"	"78/18862"	0.0524764060945955	0.40615238939218	0.393743868122331	"IRS1/PHKG2"	2
"GO:0050886"	"GO:0050886"	"endocrine process"	"2/89"	"78/18862"	0.0524764060945955	0.40615238939218	0.393743868122331	"BMP6/EDN1"	2
"GO:0006399"	"GO:0006399"	"tRNA metabolic process"	"3/89"	"179/18862"	0.0527836299477261	0.40615238939218	0.393743868122331	"CSTF2/TRMT112/ELP4"	3
"GO:0042310"	"GO:0042310"	"vasoconstriction"	"2/89"	"79/18862"	0.0536783524687456	0.40615238939218	0.393743868122331	"EGFR/EDN1"	2
"GO:0022406"	"GO:0022406"	"membrane docking"	"3/89"	"181/18862"	0.0542237623954313	0.40615238939218	0.393743868122331	"CSNK1D/VTI1B/B9D1"	3
"GO:0042590"	"GO:0042590"	"antigen processing and presentation of exogenous peptide antigen via MHC class I"	"2/89"	"80/18862"	0.0548900698041688	0.40615238939218	0.393743868122331	"CALR/PDIA3"	2
