"ID" "Description" "geneID" "Count" "p_adjust" "pvalue" "GeneRatio"
"hsa05410" "Hypertrophic cardiomyopathy" "1906" 1 0.673104482582507 0.367951922660688 "1/41"
"hsa04912" "GnRH signaling pathway" "1956" 1 0.673104482582507 0.377599547661558 "1/41"
"hsa05323" "Rheumatoid arthritis" "245973" 1 0.673104482582507 0.377599547661558 "1/41"
"hsa04350" "TGF-beta signaling pathway" "654" 1 0.673104482582507 0.380783380293607 "1/41"
"hsa04657" "IL-17 signaling pathway" "53342" 1 0.673104482582507 0.380783380293607 "1/41"
"hsa05215" "Prostate cancer" "1956" 1 0.673104482582507 0.390239839081815 "1/41"
"hsa01522" "Endocrine resistance" "1956" 1 0.673104482582507 0.393360568903017 "1/41"
"hsa03015" "mRNA surveillance pathway" "1478" 1 0.673104482582507 0.393360568903017 "1/41"
"hsa04933" "AGE-RAGE signaling pathway in diabetic complications" "1906" 1 0.673104482582507 0.399555351926186 "1/41"
"hsa04916" "Melanogenesis" "1906" 1 0.673104482582507 0.402629556542947 "1/41"
"hsa05142" "Chagas disease" "811" 1 0.673104482582507 0.405688403574512 "1/41"
"hsa04974" "Protein digestion and absorption" "6510" 1 0.673104482582507 0.408731967832998 "1/41"
"hsa04625" "C-type lectin receptor signaling pathway" "53342" 1 0.673104482582507 0.41176032377539 "1/41"
"hsa04928" "Parathyroid hormone synthesis, secretion and action" "1956" 1 0.673104482582507 0.417771706773987 "1/41"
"hsa04659" "Th17 cell differentiation" "53342" 1 0.673104482582507 0.420754880983217 "1/41"
"hsa04922" "Glucagon signaling pathway" "5261" 1 0.673104482582507 0.420754880983217 "1/41"
"hsa04931" "Insulin resistance" "3667" 1 0.673104482582507 0.423723141185653 "1/41"
"hsa03008" "Ribosome biogenesis in eukaryotes" "4550" 1 0.673104482582507 0.429615210047876 "1/41"
"hsa04668" "TNF signaling pathway" "1906" 1 0.673104482582507 0.435448490871751 "1/41"
"hsa04060" "Cytokine-cytokine receptor interaction" "654/53342" 2 0.673104482582507 0.442854158061662 "2/41"
"hsa04722" "Neurotrophin signaling pathway" "3667" 1 0.673104482582507 0.455410227904194 "1/41"
"hsa04935" "Growth hormone synthesis, secretion and action" "3667" 1 0.673104482582507 0.455410227904194 "1/41"
"hsa04152" "AMPK signaling pathway" "3667" 1 0.673104482582507 0.458205093426278 "1/41"
"hsa05168" "Herpes simplex virus 1 infection" "811/101060200/2923" 3 0.673104482582507 0.465352528713143 "3/41"
"hsa05206" "MicroRNAs in cancer" "3667/1956" 2 0.673104482582507 0.468598557097167 "2/41"
"hsa04728" "Dopaminergic synapse" "220074" 1 0.673104482582507 0.490671158848073 "1/41"
"hsa04270" "Vascular smooth muscle contraction" "1906" 1 0.673104482582507 0.493289323653393 "1/41"
"hsa00190" "Oxidative phosphorylation" "245973" 1 0.673104482582507 0.49589435659762 "1/41"
"hsa05165" "Human papillomavirus infection" "245973/1956" 2 0.673104482582507 0.503491104499469 "2/41"
"hsa04915" "Estrogen signaling pathway" "1956" 1 0.673104482582507 0.506184449711665 "1/41"
"hsa05418" "Fluid shear stress and atherosclerosis" "1906" 1 0.673104482582507 0.508724780647904 "1/41"
"hsa05017" "Spinocerebellar ataxia" "2259" 1 0.673104482582507 0.51875921636612 "1/41"
"hsa04080" "Neuroactive ligand-receptor interaction" "2925/1906" 2 0.673104482582507 0.519607592247992 "2/41"
"hsa05224" "Breast cancer" "1956" 1 0.673104482582507 0.528593594992915 "1/41"
"hsa04072" "Phospholipase D signaling pathway" "1956" 1 0.673104482582507 0.531021388311002 "1/41"
"hsa05226" "Gastric cancer" "1956" 1 0.673104482582507 0.533436981662667 "1/41"
"hsa04151" "PI3K-Akt signaling pathway" "3667/1956" 2 0.673104482582507 0.54005807270601 "2/41"
"hsa04921" "Oxytocin signaling pathway" "1956" 1 0.673104482582507 0.54533403130393 "1/41"
"hsa04932" "Non-alcoholic fatty liver disease" "3667" 1 0.673104482582507 0.547677670317827 "1/41"
"hsa04934" "Cushing syndrome" "1956" 1 0.673104482582507 0.547677670317827 "1/41"
"hsa01240" "Biosynthesis of cofactors" "51004" 1 0.673104482582507 0.550009521885408 "1/41"
"hsa05160" "Hepatitis C" "1956" 1 0.673104482582507 0.552329643817337 "1/41"
"hsa03010" "Ribosome" "4550" 1 0.673104482582507 0.554638093647986 "1/41"
"hsa04310" "Wnt signaling pathway" "8607" 1 0.680534303011051 0.572692310608108 "1/41"
"hsa04022" "cGMP-PKG signaling pathway" "3667" 1 0.680534303011051 0.57489825561756 "1/41"
"hsa05225" "Hepatocellular carcinoma" "1956" 1 0.680534303011051 0.577093088953372 "1/41"
"hsa03013" "RNA transport" "9883" 1 0.718178698053678 0.614760965533948 "1/41"
"hsa04613" "Neutrophil extracellular trap formation" "10533" 1 0.718547780916878 0.622675911373437 "1/41"
"hsa05202" "Transcriptional misregulation in cancer" "8938" 1 0.718547780916878 0.626573664959518 "1/41"
"hsa04510" "Focal adhesion" "1956" 1 0.721689043735175 0.643632865952606 "1/41"
"hsa05415" "Diabetic cardiomyopathy" "3667" 1 0.721689043735175 0.647319242723057 "1/41"
"hsa05205" "Proteoglycans in cancer" "1956" 1 0.721689043735175 0.6509684071012 "1/41"
"hsa04015" "Rap1 signaling pathway" "1956" 1 0.721689043735175 0.659930909324461 "1/41"
"hsa05207" "Chemical carcinogenesis - receptor activation" "1956" 1 0.721689043735175 0.663452692306862 "1/41"
"hsa04810" "Regulation of actin cytoskeleton" "1956" 1 0.721689043735175 0.673805893176967 "1/41"
"hsa04024" "cAMP signaling pathway" "1906" 1 0.721689043735175 0.675500944936124 "1/41"
"hsa05166" "Human T-cell leukemia virus 1 infection" "811" 1 0.721689043735175 0.675500944936124 "1/41"
"hsa04014" "Ras signaling pathway" "1956" 1 0.725801856337829 0.696769782084316 "1/41"
"hsa04714" "Thermogenesis" "55744" 1 0.725801856337829 0.696769782084316 "1/41"
"hsa05171" "Coronavirus disease - COVID-19" "1956" 1 0.725801856337829 0.696769782084316 "1/41"
"hsa05131" "Shigellosis" "1956" 1 0.743412751426166 0.719623543380528 "1/41"
"hsa04144" "Endocytosis" "1956" 1 0.744734815419408 0.726861179849342 "1/41"
"hsa04010" "MAPK signaling pathway" "1956" 1 0.793574092623808 0.780876907141827 "1/41"
"hsa05014" "Amyotrophic lateral sclerosis" "9883" 1 0.852594405394919 0.849429899985767 "1/41"
"hsa05010" "Alzheimer disease" "3667" 1 0.852594405394919 0.852594405394919 "1/41"
